iyear,imonth,iday,provstate,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,corp1,target1,natlty1_txt,gname,weapsubtype1_txt,nkill,nwound
2014,1,22,Khyber Pakhtunkhwa,Sir Dheri,34.164304,71.627941,"01/22/2014: An explosives-laden bicycle detonated near a police patrol in Sir Dheri, Khyber Pakhtunkhwa province, Pakistan. At least seven people, including six police officers and one child, were killed, and at least nine others were injured. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack on the police team, stating that the anti-polio campaign, with which the police were participating, was un-Islamic and a cover for Western conspiracies.",Bombing/Explosion,Police,Pakistani Police,Vehicle,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Remote Trigger,7,0
2014,1,22,Balochistan,Mastung district,29.408737,67.189449,"01/22/2014: Gunmen opened fire on Javier Colorado's police escort in Mastung district, Balochistan province, Pakistan. Colorado, a Spanish cyclist, who was attempting to cycle around the world, was wounded, along with at least nine other people. Seven members of Colorado's police escort and one assailant were also killed. Sources suspected that the aim of the attack was to abduct Colorado. No group claimed responsibility for the incident.",Armed Assault,Private Citizens & Property,Not Applicable,Cyclist: Javier Colorado,Spain,Unknown,Unknown Gun Type,8,0
2014,1,23,Khyber Pakhtunkhwa,Peshawar,34.011404,71.576931,"01/23/2014: An explosives-laden vehicle detonated at an automobile shop in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. At least six people were killed and at least eight others were wounded as a result of the blast. Additionally, the shop, vehicles and nearby buildings were damaged. No group claimed responsibility for the attack.",Bombing/Explosion,Business,Unknown,Automotive Workshop,Pakistan,Unknown,Vehicle,6,0
2014,2,2,Khyber Pakhtunkhwa,Peshwar,34.01094,71.571416,"02/02/2014: Assailants threw two grenades at the Picturehouse Cinema in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. At least six people were killed and 30 others were wounded in the attack. Jundallah claimed responsibility for the incident.",Bombing/Explosion,Business,Picturehouse Cinemas,Cinema,Pakistan,Jundallah (Pakistan),Grenade,6,0
2014,2,4,Khyber Pakhtunkhwa,Peshawar,34.007989,71.572441,"02/04/2014: A suicide bomber detonated an explosive vest near the Pak Hotel in Koche-Rasalder neighborhood, Peshawar city, Khyber Pakhtunkhwa province, Pakistan. In addition to the assailant, at least nine people were killed and 50 others were wounded. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Bombing/Explosion,Business,Pak Hotel,Hotel Restaurant,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),10,0
2014,2,9,Balochistan,Dera Bugti district,29.033333,69.15,"02/09/2014: Assailants attacked the house of a pro-government tribal elder in the Dera Bugti district of Balochistan province, Pakistan. The elder and seven other members of his family were killed in the attack. Three family members were also injured in the attack. No group claimed responsibility for the incident; however, security sources attributed the attack to the Baloch Republican Army (BRA).",Armed Assault,Private Citizens & Property,Not Applicable,Pro-Government Tribal Elder: Gazeen Khan Bugti,Pakistan,Baloch Republican Army (BRA),Unknown Gun Type,8,0
2014,2,9,Sindh,Karachi,24.926295,66.970411,"02/09/2014: Gunmen on motorbikes opened fire, and threw grenades, at a Sufi Islamic gathering in Baldia neighborhood, Karachi city, Sindh province, Pakistan. At least eight people were killed and eight others were wounded in the attack. No group claimed responsibility for the incident.",Armed Assault,Religious Figures/Institutions,Unknown,Shrine of Peer Mehreban Shah,Pakistan,Unknown,Grenade,8,0
2014,2,10,Khyber Pakhtunkhwa,Peshawar,34.004791,71.544714,"02/10/2014: A suicide bomber detonated near a house in the Essa Khel Garhi area of Peshawar city, Khyber Pakhtunkhwa, Pakistan. The bomber and two accomplices had meant to target a funeral but were discovered and chased by security forces to the targeted house. Four people were killed and five were wounded in the attack. The other two bombers were arrested. No group claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Not Applicable,Funeral,Pakistan,Unknown,Suicide (carried bodily by human being),5,0
2014,2,11,Khyber Pakhtunkhwa,Peshawar,34.010835,71.571411,"02/11/2014: Assailants threw three grenades into an adult cinema in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. At least 13 people were killed and 25 others were wounded by the blasts. Authorities arrested one of the assailants, who claimed that he was a member of the Jangrez group, a sub-group of Tehrik-i-Taliban Pakistan (TTP).",Bombing/Explosion,Business,Shama Cinema,Adult Cinema,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Grenade,13,0
2014,2,12,Khyber Pakhtunkhwa,Badaber,33.91929,71.560564,"02/12/2014: At least 20 assailants attacked the home of the head of the local Aman Lashkars peace committee in Badaber village, Peshawar district, Khyber Pakhtunkhwa province, Pakistan. The assailants tied up the males of the house and shot and killed at least nine of them. Following the attack, they launched rockets and grenades at the home, destroying the structure. No group claimed responsibility for the incident; however, the assailants gave a note to the women of the house saying the attack was in revenge for the killing of one of their members in a clash following an attack on February 2nd, 2014.",Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Aman Lashkars,Local Head: Pir Israr Khan,Pakistan,Unknown,Grenade,9,0
2014,2,13,Sindh,Karachi,24.852952,67.267471,"02/13/2014: A suicide bomber driving an explosives-laden vehicle detonated near the gate of a police training center in Shah Latif Town neighborhood, Karachi city, Sindh province, Pakistan. The bomber was targeting a bus carrying police personnel; in addition to the bomber, 13 police officers were killed and at least 36 wounded in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that it was in response to the killing of TTP members by the police.",Bombing/Explosion,Police,Pakistani Police,Training Center,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),14,0
2014,2,16,Sindh,Thul,28.239069,68.775001,"02/16/2014: An explosive device detonated on train tracks in Thul town, Sindh province, Pakistan. The explosion caused two coaches of the Khusal Khan Khattak Express Train to derail, killing at least five people and wounding at least 30 others. The Baloch Republican Army (BRA) claimed responsibility for this attack.",Bombing/Explosion,Transportation,Pakistan Railways,Khusal Khan Khattak Express Train,Pakistan,Baloch Republican Army (BRA),Remote Trigger,5,0
2014,2,20,Sindh,Karachi,24.95046,67.007675,"02/20/2014: Assailants opened fire on Dr. Israr Gulzar-ul-Haq's vehicle in Karachi city, Sindh province, Pakistan. Gulzar-ul-Haq, an Awami National Party (ANP) leader, and at least four other people were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Tehrik-i-Taliban Pakistan (TTP).",Armed Assault,Private Citizens & Property,Awami National Party (ANP),Leader: Dr. Israr Gulzar-ul-Haq,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Unknown Gun Type,5,0
2014,2,23,Khyber Pakhtunkhwa,Kohat,33.583451,71.43326,"02/23/2014: An explosive device detonated at a bus stop on Hangu Road in Kohat city, Khyber Pakhtunkhwa province, Pakistan. At least 12 people were killed and 12 injured in the blast. Mast Gul group, a sub-group of Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the incident.",Bombing/Explosion,Transportation,Unknown,Bus Stop,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Remote Trigger,12,0
2014,2,23,Balochistan,Turbat,26.004167,63.060556,"02/23/2014: Assailants opened fire on and threw hand grenades at a joint Frontier Corps (FC) and police patrol in the Chah Sar area of Turbat City, Balochistan province, Pakistan. Five assailants were killed and three injured by return fire. No group claimed responsibility for the incident.",Armed Assault,Military,Frontier Corps (FC),Joint Patrol,Pakistan,Unknown,Grenade,5,0
2014,3,1,Khyber Pakhtunkhwa,Jamrud,33.999123,71.384407,"03/01/2014: A roadside bomb detonated near a polio team in Jamrud tehsil, Federally Administered Tribal Areas, Pakistan. This was one of two explosions targeting the polio team on this date; the second blast targeted first responders arriving at the scene of this first attack. Twelve Khyber Khassadar Force members, who were providing security for the team, were killed and 10 other people were injured across both attacks. No group claimed responsibility for the incidents; however, authorities attributed the attack to Lashkar-e-Islam (Pakistan).",Bombing/Explosion,Military,Khassadars,Security Escort,Pakistan,Lashkar-e-Islam (Pakistan),Remote Trigger,6,0
2014,3,1,Khyber Pakhtunkhwa,Jamrud,33.999123,71.384407,"03/01/2014: A roadside bomb detonated near a polio team in Jamrud tehsil, Federally Administered Tribal Areas, Pakistan. This was one of two explosions targeting the polio team on this date; this blast was targeting first responders arriving on the scene of the first attack. Twelve Khyber Khassadar Force members, who were providing security for the team, were killed and 10 other people were injured across both attacks. No group claimed responsibility for the incidents; however, authorities attributed the attack to Lashkar-e-Islam (Pakistan).",Bombing/Explosion,Military,Khassadars,Security Escort,Pakistan,Lashkar-e-Islam (Pakistan),Remote Trigger,6,0
2014,3,3,Islamabad Capital Territory,Islamabad,33.728986,73.093458,"03/03/2014: Two suicide bombers stormed the district court building in Islamabad city, Islamabad Capital Territory, Pakistan. The assailants threw grenades and opened fire before detonating their explosives-laden jackets. In addition to the two bombers, at least 11 people, including a judge, were killed and another 25 people were injured in the attack. The Ahrar-ul-Hind faction of Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident.",Bombing/Explosion,Government (General),Islamabad District Court,Court Building,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),13,0
2014,3,5,Khyber Pakhtunkhwa,Hangu,33.53386,71.055845,"03/05/2014: A roadside bomb detonated near a Frontier Corps (FC) convoy in Hangu district, Khyber Pakhtunkhwa province, Pakistan. Seven FC officials were killed and at least seven others were injured in the blast. Mujahideen Ansar claimed responsibility for the incident, stating that the attack was meant to serve as retribution for victims of drone strikes.",Bombing/Explosion,Military,Frontier Corps (FC),Convoy,Pakistan,Mujahideen Ansar,Remote Trigger,7,0
2014,3,6,Federally Administered Tribal Areas,Tora Warai,32.499731,70.369447,"03/06/2014: A roadside bomb detonated near Frontier Corps (FC) soldiers in Ormegi village, Tora Warai area, Federally Administered Tribal Areas, Pakistan. Six soldiers were killed and eight others were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Military,Frontier Corps (FC),Soldiers,Pakistan,Unknown,Unknown Explosive Type,6,0
2014,3,14,Khyber Pakhtunkhwa,Saraband,33.937936,71.484983,"03/14/2014: A suicide bomber detonated explosives near a a police Armored Personnel Carrier (APC) at the Tela Band Bazaar in Saraband village, Khyber Pakhtunkhwa province, Pakistan. In addition to the suicide bomber, 12 people were killed and 50 others were wounded in the blast. Ahmed Mansoor, a spokesperson for Ahrar-ul-Hind, claimed responsibility for the incident and stated that such attacks would continue until Sharia law was implemented in Pakistan.",Bombing/Explosion,Police,Pakistani Police,Armored Personnel Carrier (APC),Pakistan,Tehrik-i-Taliban Pakistan (TTP),Suicide (carried bodily by human being),13,0
2014,3,14,Balochistan,Quetta,30.191055,67.00891,"03/14/2014: An explosives-laden bicycle detonated near a Frontier Corps (FC) vehicle at the Science College in Quetta city, Balochistan province, Pakistan. At least 10 people were killed and 31 others were injured in the blast. Ahmed Mansoor, a spokesperson for Ahrar-ul-Hind, claimed responsibility for the incident and stated that such attacks would continue until Sharia law was implemented in Pakistan. Murid Baloch, a spokesperson for the United Baloch Army, also claimed responsibility and stated that the attack was in retaliation to ongoing security operations in Dera Bugti and Awaran.",Bombing/Explosion,Military,Frontier Corps (FC),Vehicles,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Time Fuse,10,0
